,0
85165,inside
85166,threaten
85167,anyone
85168,president
85169,style
85170,reminding
85171,conference
85172,campaign
85173,promise
85174,importance
85175,next
85176,year
85177,midterm
85178,elections
85179,basically
85180,saying
85181,said
85182,deliver
85183,tax
85184,reform
85185,pick
85186,senate
85187,seats
85188,next
85189,year
85190,president
85191,threaten
85192,someone
85193,kidding
85194,guy
85195,never
85196,threatens
85197,anybody
85198,telling
85199,us
85200,one
85201,thing
85202,repeal
85203,obamacare
85204,care
85205,thing
85206,conquer
85207,world
85208,get
85209,senate
85210,seats
85211,get
85212,tax
85213,reform
85214,get
85215,everything
85216,else
85217,want
85218,one
85219,thing
85220,congressman
85221,chris
85222,collins
85223,sounds
85224,sure
85225,true
85226,republican
85227,colleagues
85228,finally
85229,manage
85230,get
85231,door
85232,way
85233,morning
85234,squeeze
85235,real
85236,reason
85237,question
85238,tonight
85239,whether
85240,get
85241,passed
85242,calling
85243,step
85244,one
85245,plan
85246,universal
85247,domination
85248,story
85249,ahead
85250,tonight
85251,plus
85252,got
85253,tell
85254,got
85255,exclusive
85256,look
85257,tonight
85258,first
85259,look
85260,something
85261,democrats
85262,unleashing
85263,tomorrow
85264,think
85265,help
85266,stop
85267,republicans
85268,efforts
85269,kill
85270,obamacare
85271,seen
85272,anywhere
85273,else
85274,due
85275,break
85276,tomorrow
85277,tonight
85278,think
85279,pretty
85280,good
85281,actually
85282,first
85283,look
85284,second
85285,stay
85286,us
85287,thursday
85288,republicans
85289,going
85290,hold
85291,vote
85292,repealing
85293,obamacare
85294,ahead
85295,vote
85296,president
85297,went
85298,capitol
85299,hill
85300,today
85301,twist
85302,arms
85303,line
85304,republicans
85305,vote
85306,repeal
85307,bill
85308,congressman
85309,mark
85310,meadows
85311,chairman
85312,freedom
85313,caucus
85314,says
85315,firm
85316,walked
85317,meeting
85318,president
85319,today
85320,said
85321,still
85322,firm
85323,walked
85324,meeting
85325,despite
85326,president
85327,reportedly
85328,threatening
85329,front
85330,republicans
85331,room
85332,hard
85333,say
85334,many
85335,members
85336,freedom
85337,caucus
85338,mark
85339,meadows
85340,side
85341,even
85342,half
85343,members
85344,vote
85345,bill
85346,would
85347,take
85348,bill
85349,would
85350,toast
85351,game
85352,nbc
85353,keeping
85354,whip
85355,count
85356,members
85357,republican
85358,caucus
85359,say
85360,might
85361,vote
85362,far
85363,republicans
85364,house
85365,say
85366,bill
85367,strongly
85368,leaning
85369,votes
85370,would
85371,enough
85372,kill
85373,bill
85374,pressure
85375,far
85376,right
85377,guys
85378,coming
85379,center
85380,moderates
85381,getting
85382,earful
85383,constituents
85384,home
85385,warning
85386,take
85387,obamacare
85388,away
85389,point
85390,democrats
85391,cooked
85392,basically
85393,gut
85394,punch
85395,ad
85396,plan
85397,release
85398,tomorrow
85399,ahead
85400,week
85401,vote
85402,got
85403,exclusively
85404,tonight
85405,first
85406,add
85407,democratic
85408,senatorial
85409,campaign
85410,committee
85411,put
85412,election
85413,cycle
85414,got
85415,first
85416,exclusive
85417,look
85418,right
85419,tonight
85420,think
85421,pretty
85422,good
85423,watch
85424,dscc
85425,responsible
85426,content
85427,advertising
85428,democratic
85429,party
85430,drop
85431,ad
85432,democratic
85433,senate
85434,campaign
85435,committee
85436,drop
85437,tomorrow
85438,putting
85439,pressure
85440,addition
85441,former
85442,vice
85443,president
85444,joe
85445,biden
85446,back
85447,washington
85448,tomorrow
85449,trying
85450,shore
85451,democratic
85452,resistance
85453,repeal
85454,bill
85455,headlining
85456,rally
85457,tomorrow
85458,morning
85459,front
85460,steps
85461,capitol
85462,repealing
85463,obamacare
85464,republican
85465,priority
85466,number
85467,one
85468,years
85469,right
85470,little
85471,bit
85472,one
85473,day
85474,away
85475,supposed
85476,big
85477,vote
85478,looks
85479,shaky
85480,look
85481,nbc
85482,whip
85483,count
85484,looks
85485,shaky
85486,look
85487,political
85488,climate
85489,around
85490,issue
85491,country
85492,already
85493,rumblings
85494,capitol
85495,hill
85496,house
85497,republicans
85498,might
85499,push
85500,thursday
85501,vote
85502,know
85503,votes
85504,feeling
85505,republicans
85506,thought
85507,would
85508,go
85509,none
85510,candidates
85511,fbi
85512,investigation
85513,saying
85514,investigation
85515,fbi
85516,pause
85517,think
85518,uncommon
85519,presidential
85520,candidate
85521,need
85522,government
85523,go
85524,work
85525,day
85526,one
85527,american
85528,people
85529,impossible
85530,hillary
85531,clinton
85532,prime
85533,suspect
85534,far
85535,reaching
85536,criminal
85537,investigation
85538,think
85539,magnitude
85540,second
85541,hillary
85542,clinton
85543,could
85544,sworn
85545,office
85546,still
85547,investigation
85548,fbi
85549,would
85550,put
85551,country
85552,major
85553,constitutional
85554,crisis
85555,mess
85556,mess
85557,follow
85558,rules
85559,assume
85560,people
85561,watching
85562,listening
85563,cares
85564,right
85565,country
85566,afford
85567,president
85568,investigation
85569,fbi
85570,think
85571,trauma
85572,would
85573,country
85574,never
85575,case
85576,like
85577,even
85578,congress
85579,know
85580,sort
85581,never
85582,event
85583,like
85584,ever
85585,took
85586,place
85587,never
85588,case
85589,like
85590,congress
85591,never
85592,event
85593,like
85594,ever
85595,took
85596,place
85597,correct
85598,mr
85599,president
85600,never
85601,sitting
85602,president
85603,campaign
85604,investigation
85605,fbi
85606,colluding
85607,russia
85608,influence
85609,election
85610,never
85611,happened
85612,uncanny
85613,though
85614,right
85615,stuff
85616,campaign
85617,throughout
85618,presidential
85619,campaign
85620,republicans
85621,insisting
85622,president
85623,investigation
85624,fbi
85625,would
85626,phrase
85627,put
85628,country
85629,major
85630,constitutional
85631,crisis
85632,said
85633,know
85634,sean
85635,spicer
85636,quote
85637,probably
85638,tough
85639,get
85640,excited
85641,someone
85642,fbi
85643,investigation
85644,sean
85645,spicer
85646,white
85647,house
85648,press
85649,secretary
85650,one
85651,quote
85652,honest
85653,people
85654,know
85655,fbi
85656,investigation
85657,kellyanne
85658,conway
85659,counselor
85660,president
85661,know
85662,president
85663,campaign
85664,investigation
85665,fbi
85666,counterintelligence
85667,investigation
85668,possibly
85669,colluding
85670,foreign
85671,country
85672,attack
85673,united
85674,states
85675,started
85676,july
85677,investigation
85678,continues
85679,imagine
85680,would
85681,like
85682,president
85683,fbi
85684,investigation
85685,wonder
85686,would
85687,right
85688,response
85689,actually
85690,figure
85691,real
85692,time
85693,right
85694,response
85695,need
85696,right
85697,response
85698,circumstance
85699,pick
85700,hold
85701,hearings
85702,let
85703,president
85704,fill
85705,seat
85706,supreme
85707,court
85708,question
85709,raised
85710,top
85711,democrat
85712,senate
85713,chuck
85714,schumer
85715,today
85716,senator
85717,schumer
85718,went
85719,say
85720,unseemly
85721,moving
85722,forward
85723,fast
85724,confirmation
85725,quote
85726,big
85727,gray
85728,cloud
85729,fbi
85730,investigation
85731,hangs
85732,presidency
85733,regardless
85734,today
85735,day
85736,two
85737,neil
85738,gorsuch
85739,confirmation
85740,hearings
85741,democrats
85742,went
85743,plenty
85744,say
85745,balls
85746,strikes
85747,hearing
85748,hearings
85749,going
85750,questions
85751,successfully
85752,avoided
85753,certain
85754,extent
85755,things
85756,seem
85757,like
85758,trees
85759,forest
85760,president
85761,fbi
85762,investigation
85763,counterintelligence
85764,probe
85765,sorted
85766,really
85767,going
85768,full
85769,steam
85770,ahead
85771,putting
85772,somebody
85773,supreme
85774,court
85775,life
85776,last
85777,year
85778,president
85779,obama
85780,nominated
85781,merrick
85782,garland
85783,open
85784,seat
85785,supreme
85786,court
85787,republicans
85788,would
85789,meet
85790,hold
85791,hearing
85792,meet
85793,speak
85794,even
85795,considering
85796,nomination
85797,republican
85798,objection
85799,merrick
85800,garland
85801,supreme
85802,court
85803,nominee
85804,objection
85805,whole
85806,problem
85807,barack
85808,obama
85809,going
85810,president
85811,little
85812,bit
85813,year
85814,got
85815,year
85816,left
85817,objection
85818,going
85819,consider
85820,pick
85821,right
85822,democratic
85823,objection
85824,hearings
85825,neil
85826,gorsuch
85827,president
85828,fbi
85829,counterintelligence
85830,investigation
85831,potentially
85832,colluding
85833,foreign
85834,power
85835,attack
85836,united
85837,states
85838,substantive
85839,reason
85840,hit
85841,pause
85842,maybe
85843,move
85844,forward
85845,giving
85846,particular
85847,president
85848,next
85849,permanent
85850,appointment
85851,united
85852,states
85853,supreme
85854,court
85855,objections
85856,makes
85857,material
85858,sense
85859,joining
85860,us
85861,dahlia
85862,lithwick
85863,senior
85864,editor
85865,legal
85866,correspondent
85867,slate
85868,someone
85869,talks
85870,soap
85871,box
85872,gets
85873,tall
85874,going
85875,kind
85876,weird
85877,president
85878,actually
85879,investigated
85880,illegitimacy
85881,problem
85882,haters
85883,said
85884,trolling
85885,republicans
85886,senate
85887,judiciary
85888,committee
85889,said
85890,well
85891,rolling
85892,actually
85893,quoting
85894,right
85895,actually
85896,problem
85897,saying
85898,would
85899,add
85900,one
85901,gloss
85902,rachel
85903,think
85904,inconsequential
85905,court
85906,institutional
85907,integrity
85908,completely
85909,rests
85910,public
85911,confidence
85912,court
85913,like
85914,positions
85915,court
85916,cloud
85917,shadow
85918,sort
85919,nothing
85920,court
85921,get
85922,back
85923,different
85924,institution
85925,institutions
85926,government
85927,insofar
85928,questions
85929,legitimacy
85930,stolen
85931,seat
85932,filled
85933,stolen
85934,presidency
85935,rest
85936,republic
85937,recover
85938,know
85939,recover
85940,court
85941,court
85942,really
85943,institutionally
85944,suffer
85945,public
85946,judgment
85947,court
85948,legitimacy
85949,doubt
85950,different
85951,institutions
85952,really
85953,ups
85954,stakes
85955,way
85956,beyond
85957,sort
85958,fatuous
85959,quoting
85960,ted
85961,cruz
85962,really
85963,hurts
85964,court
85965,republicans
85966,merrick
85967,garland
85968,held
85969,seat
85970,open
85971,say
85972,sort
85973,stealing
85974,seat
85975,allowing
85976,president
85977,obama
85978,make
85979,nomination
85980,seat
85981,could
85982,appropriate
85983,corrective
85984,mean
85985,breaking
85986,glass
85987,shards
85988,way
85989,reestablish
85990,sort
85991,constitutional
85992,normalcy
85993,around
85994,court
85995,think
85996,mean
85997,tell
85998,feel
85999,different
86000,court
86001,wickedest
86002,patty
86003,hearst
86004,mean
86005,love
86006,captors
86007,know
86008,thank
86009,tv
86010,something
86011,broken
86012,think
86013,sort
86014,layered
86015,sense
86016,seat
86017,take
86018,away
86019,complete
86020,hypocrisy
86021,insisting
86022,function
86023,eight
86024,people
86025,got
86026,get
86027,done
86028,moreover
86029,institution
86030,really
86031,rests
86032,integrity
86033,dignity
86034,civility
86035,know
86036,hearing
86037,senate
86038,republicans
86039,talking
86040,need
86041,return
86042,norms
86043,norms
86044,remember
86045,broke
86046,fact
86047,said
86048,threatened
86049,hillary
86050,clinton
86051,elected
86052,would
86053,hold
86054,seat
86055,open
86056,election
86057,would
86058,allow
86059,anybody
86060,republican
86061,president
86062,fill
86063,seat
86064,think
86065,really
86066,important
86067,clear
86068,hearing
86069,republicans
86070,saying
86071,scalia
86072,seat
86073,one
86074,going
86075,get
86076,fill
86077,republican
86078,thing
86079,real
86080,judge
86081,coming
86082,side
86083,ted
86084,cruz
86085,really
86086,clear
86087,hearings
86088,last
86089,two
86090,days
86091,masks
86092,ways
86093,good
86094,know
86095,hampered
86096,masks
86097,court
86098,terms
86099,gorsuch
86100,well
86101,know
86102,think
86103,turning
86104,point
86105,like
86106,golly
86107,gosh
86108,gosh
86109,stopped
86110,slate
86111,today
86112,counting
86113,gollies
86114,goshes
86115,gollies
86116,goshes
86117,point
86118,seems
86119,fake
86120,put
86121,well
86122,point
86123,nobody
86124,says
86125,gosh
86126,much
86127,ever
86128,lifetime
86129,think
86130,genuinely
86131,charming
86132,warm
86133,know
86134,answering
86135,nothing
86136,even
86137,justice
86138,alito
86139,even
86140,justice
86141,kagan
86142,answered
86143,little
86144,bit
86145,giving
86146,us
86147,almost
86148,guidance
86149,anything
86150,substance
86151,frustrating
86152,president
86153,explicitly
86154,says
86155,going
86156,tap
86157,guy
86158,going
86159,make
86160,super
86161,happy
86162,guns
86163,abortion
86164,litmus
86165,test
86166,know
86167,burden
86168,gorsuch
86169,level
86170,disprove
86171,promise
86172,made
86173,right
86174,mean
86175,trump
86176,made
86177,news
86178,said
86179,going
86180,litmus
86181,tests
86182,things
86183,going
86184,get
86185,agreements
86186,anybody
86187,put
86188,position
86189,president
86190,saying
86191,nominee
86192,saying
86193,whether
86194,true
86195,denying
86196,true
86197,froth
86198,think
86199,democrats
86200,get
86201,get
86202,hearing
86203,let
86204,appear
86205,republican
86206,project
86207,stop
86208,lending
86209,legitimacy
86210,say
86211,landing
86212,punches
86213,ideas
86214,want
86215,get
86216,across
86217,republicans
86218,party
86219,corruption
86220,dark
86221,money
86222,party
86223,caring
86224,little
86225,guy
86226,little
86227,flicks
86228,getting
86229,think
86230,larger
86231,question
86232,legitimate
86233,conversation
86234,telling
86235,us
86236,go
86237,low
86238,give
86239,seat
86240,maybe
86241,two
86242,years
86243,yes
86244,rachel
86245,would
86246,say
86247,democrats
86248,judiciary
86249,committee
86250,polled
86251,democratic
86252,voters
86253,right
86254,polled
86255,supporters
86256,right
86257,polled
86258,base
86259,voters
86260,democratic
86261,party
86262,would
86263,large
86264,vote
86265,telling
86266,get
86267,get
86268,butts
86269,room
86270,dahlia
86271,lithwick
86272,senior
86273,editor
86274,legal
86275,correspondent
86276,slate
86277,person
86278,count
86279,keep
86280,sane
86281,insane
86282,times
86283,failing
86284,miserably
86285,thank
86286,thank
86287,dahlia
86288,great
86289,right
86290,right
86291,back
86292,stay
86293,us
86294,behold
86295,behold
86296,speaks
86297,andrea
86298,got
86299,speak
86300,finally
86301,watch
86302,mr
86303,secretary
86304,north
86305,korea
86306,threatening
86307,preemptive
86308,action
86309,say
86310,whether
86311,think
86312,dangerous
86313,escalation
86314,sir
86315,comment
86316,today
86317,thanks
86318,comment
86319,nato
86320,meetings
86321,see
86322,tomorrow
86323,thank
86324,speak
86325,progress
86326,specific
86327,comment
86328,today
86329,thanks
86330,see
86331,tomorrow
86332,seven
86333,words
86334,got
86335,start
86336,somewhere
86337,documenting
86338,show
86339,steady
86340,disappearance
86341,state
86342,department
86343,administration
86344,shrunk
86345,gone
86346,silent
86347,trump
86348,era
86349,apart
86350,documented
86351,steadfast
86352,efforts
86353,intrepid
86354,andrea
86355,mitchell
86356,try
86357,get
86358,question
86359,question
86360,secretary
86361,state
86362,many
86363,many
86364,silent
86365,photo
86366,ops
86367,get
86368,stone
86369,cold
86370,handshaking
86371,silence
86372,get
86373,pushed
86374,room
86375,today
86376,progress
86377,got
86378,seven
86379,words
86380,secretary
86381,state
86382,ask
86383,ask
86384,ask
86385,shall
86386,finally
86387,receive
86388,seven
86389,words
86390,start
86391,us
86392,tonight
86393,see
86394,tomorrow
86395,time
86396,last
86397,word
86398,lawrence
86399,donnell
86400,good
86401,evening
86402,lawrence
86403,public
86404,service
86405,announcement
86406,never
86407,really
86408,think
86409,give
86410,exactly
86411,proud
86412,servicey
86413,dispense
86414,tips
86415,free
86416,listen
86417,advice
86418,well
86419,done
86420,see
86421,minute
86422,friend
86423,way
86424,great
86425,good
86426,thanks
86427,home
86428,joining
86429,us
86430,hour
86431,happy
86432,us
86433,really
86434,historic
86435,day
86436,american
86437,politics
86438,american
86439,governance
86440,maybe
86441,even
86442,international
86443,relations
86444,today
86445,today
86446,big
86447,day
86448,summer
86449,called
86450,gadget
86451,tested
86452,gadget
86453,july
86454,th
86455,worked
86456,trinity
86457,world
86458,first
86459,successful
86460,test
86461,atomic
86462,weapon
86463,right
86464,away
86465,right
86466,trinity
86467,three
86468,weeks
86469,later
86470,used
86471,war
86472,dropped
86473,atomic
86474,bomb
86475,hiroshima
86476,three
86477,days
86478,dropped
86479,another
86480,one
86481,nagasaki
86482,happened
86483,incredibly
86484,fast
86485,july
86486,th
86487,trinity
86488,test
86489,august
86490,th
86491,august
86492,th
86493,two
86494,bombs
86495,dropped
86496,japan
86497,day
86498,united
86499,states
86500,remains
86501,nation
86502,world
86503,ever
86504,used
86505,nuclear
86506,weapon
86507,adversary
86508,wartime
86509,looking
86510,back
86511,aftermath
86512,first
86513,test
86514,aftermath
86515,bombings
86516,japan
86517,clear
86518,singular
86519,defining
86520,feature
86521,world
86522,history
86523,era
86524,bomb
86525,use
86526,bomb
86527,singular
86528,defining
86529,feature
86530,era
86531,world
86532,history
86533,years
86534,alone
86535,capacity
86536,years
86537,united
86538,states
86539,country
86540,earth
86541,atomic
86542,weapon
86543,first
86544,atomic
86545,test
86546,july
86547,four
86548,years
86549,country
86550,figured
86551,country
86552,successful
86553,nuclear
86554,test
86555,finally
86556,happened
86557,august
86558,th
86559,soviet
86560,union
86561,set
86562,first
86563,successful
86564,atomic
86565,test
86566,interesting
86567,make
86568,sort
86569,announcement
86570,think
86571,knew
86572,probably
86573,united
86574,states
86575,picked
86576,signs
86577,radiation
86578,released
86579,test
86580,five
86581,days
86582,explosion
86583,surveillance
86584,plane
86585,flying
86586,near
86587,siberia
86588,five
86589,days
86590,soviets
86591,first
86592,successful
86593,atomic
86594,test
86595,surveillance
86596,plane
86597,picked
86598,unexpected
86599,signs
86600,radiation
86601,collected
86602,data
86603,could
86604,scientists
86605,set
86606,confirm
86607,suspected
86608,tests
86609,finally
86610,almost
86611,three
86612,weeks
86613,surveillance
86614,plane
86615,first
86616,sniffed
86617,radiation
86618,siberia
86619,almost
86620,month
86621,soviet
86622,test
86623,finally
86624,president
86625,united
86626,states
86627,harry
86628,truman
86629,put
86630,statement
86631,letting
86632,world
86633,know
86634,somebody
86635,else
86636,united
86637,states
86638,nuclear
86639,capability
86640,written
86641,statement
86642,put
86643,said
86644,quote
86645,evidence
86646,within
86647,recent
86648,weeks
86649,atomic
86650,explosion
86651,occurred
86652,ussr
86653,statement
86654,president
86655,truman
86656,issued
86657,september
86658,rd
86659,might
86660,imagine
86661,everybody
86662,freaked
86663,mr
86664,vyshinsky
86665,got
86666,statement
86667,president
86668,truman
86669,statement
86670,atomic
86671,bomb
86672,russia
86673,atomic
86674,bomb
86675,russian
86676,foreign
86677,minister
86678,maintains
86679,silence
86680,russia
86681,atomic
86682,bomb
86683,well
86684,would
86685,reply
86686,russian
86687,foreign
86688,minister
86689,maintained
86690,silence
86691,interaction
86692,speech
86693,day
86694,honestly
86695,actions
86696,speak
86697,louder
86698,words
86699,know
86700,soviets
86701,freaking
86702,bomb
86703,monopoly
86704,anymore
86705,every
86706,interaction
86707,soviets
86708,would
86709,moment
86710,forward
86711,would
86712,made
86713,knowledge
86714,could
86715,destroy
86716,washington
86717,nuke
86718,could
86719,destroy
86720,moscow
86721,nuke
86722,destroyed
86723,two
86724,japanese
86725,cities
86726,already
86727,changed
86728,everything
86729,monopoly
86730,power
86731,terms
86732,nuclear
86733,weapons
86734,point
86735,forward
86736,russia
86737,went
86738,nuclear
86739,fall
86740,incidentally
86741,soon
86742,thereafter
86743,spring
86744,one
86745,scientists
86746,worked
86747,america
86748,manhattan
86749,project
86750,klaus
86751,fuchs
86752,confessed
86753,convicted
86754,passing
86755,america
86756,nuclear
86757,secrets
86758,soviets
86759,yes
86760,weapon
86761,soviets
86762,developed
86763,four
86764,years
86765,us
86766,weapon
86767,developed
86768,tested
86769,great
86770,equalizer
86771,russia
86772,united
86773,states
86774,really
86775,change
86776,everything
86777,terms
86778,international
86779,balance
86780,power
86781,helpful
86782,remember
86783,actually
86784,help
86785,within
86786,united
86787,states
86788,getting
86789,klaus
86790,fuchs
86791,sentenced
86792,years
86793,prison
86794,betrayal
86795,giving
86796,soviets
86797,nuclear
86798,secrets
86799,last
86800,year
86801,february
86802,moscow
86803,russian
86804,government
86805,hosted
86806,something
86807,called
86808,info
86809,forum
86810,david
86811,ignatius
86812,national
86813,security
86814,columnist
86815,washington
86816,post
86817,wrote
86818,earlier
86819,year
86820,event
86821,happened
86822,last
86823,february
86824,february
86825,th
86826,th
86827,moscow
86828,terms
86829,going
86830,reference
86831,sake
86832,info
86833,forum
86834,event
86835,moscow
86836,happened
86837,first
86838,week
86839,february
86840,last
86841,year
86842,means
86843,calendar
86844,right
86845,beginning
86846,presidential
86847,primary
86848,well
86849,presidential
86850,general
86851,election
86852,got
86853,way
86854,contests
86855,started
86856,event
86857,first
86858,week
86859,february
86860,last
86861,year
86862,senior
86863,adviser
86864,russian
86865,president
86866,vladimir
86867,putin
86868,got
86869,make
86870,presentation
86871,said
86872,speaking
86873,russian
86874,audience
86875,russian
86876,event
86877,speaking
86878,russian
86879,translation
86880,quote
86881,think
86882,living
86883,living
86884,know
86885,soviet
86886,union
86887,first
86888,atomic
86889,bomb
86890,test
86891,moment
86892,americans
86893,taking
86894,us
86895,seriously
86896,everything
86897,changed
86898,started
86899,talking
86900,us
86901,equal
86902,footing
86903,says
86904,quote
86905,warning
86906,verge
86907,something
86908,information
86909,arena
86910,allow
86911,us
86912,talk
86913,americans
86914,equals
86915,warning
86916,says
86917,february
86918,last
86919,year
86920,top
86921,adviser
86922,vladimir
86923,putin
86924,threatening
86925,russian
86926,event
86927,russia
86928,developed
86929,information
86930,warfare
86931,capabilities
86932,extent
86933,world
86934,would
86935,soon
86936,tilted
86937,axis
86938,terms
86939,balance
86940,international
86941,power
86942,united
86943,states
86944,would
86945,longer
86946,seen
86947,pre
86948,eminent
86949,world
86950,power
86951,fact
86952,would
86953,matched
86954,russia
86955,prove
86956,information
86957,warfare
86958,something
86959,new
86960,developed
86961,information
86962,warfare
86963,prove
86964,strong
86965,nation
86966,earth
86967,could
86968,humble
86969,united
86970,states
86971,could
86972,threaten
86973,united
86974,states
86975,extent
86976,would
86977,allow
86978,quote
86979,would
86980,tell
86981,quote
86982,allow
86983,us
86984,talk
86985,americans
86986,equals
86987,allow
86988,us
86989,talk
86990,americans
86991,equals
86992,warning
86993,february
86994,june
86995,know
86996,russia
86997,begun
86998,operation
86999,presidential
87000,election
87001,fbi
87002,director
87003,confirmation
87004,fbi
87005,started
87006,investigating
87007,russian
87008,attack
87009,within
87010,weeks
87011,late
87012,july
87013,time
87014,attack
87015,full
87016,swing
87017,also
87018,confirmation
87019,fbi
87020,director
87021,today
87022,currently
87023,investigated
87024,fbi
87025,whether
87026,russian
87027,intelligence
87028,services
87029,russian
87030,military
87031,built
87032,weapon
87033,deployed
87034,united
87035,states
87036,much
87037,know
87038,confirmed
87039,today
87040,also
87041,investigating
87042,whether
87043,russians
87044,help
87045,inside
87046,united
87047,states
87048,came
87049,time
87050,humble
87051,america
87052,show
87053,country
87054,capable
87055,fbi
87056,part
87057,counterintelligence
87058,mission
87059,investigating
87060,russian
87061,government
87062,efforts
87063,interfere
87064,presidential
87065,election
87066,includes
87067,investigating
87068,nature
87069,links
87070,individuals
87071,associated
87072,trump
87073,campaign
87074,russian
87075,government
87076,whether
87077,coordination
87078,campaign
87079,russia
87080,efforts
87081,counterintelligence
87082,investigation
87083,also
87084,include
87085,assessment
87086,whether
87087,crimes
87088,committed
87089,whether
87090,coordination
87091,campaign
87092,russia
87093,efforts
87094,statement
87095,fbi
87096,director
87097,today
87098,obviously
87099,carefully
87100,couched
87101,time
87102,said
87103,could
87104,counted
87105,know
87106,total
87107,surprise
87108,still
87109,shocking
87110,historic
87111,thing
87112,usa
87113,today
87114,susan
87115,page
87116,usa
87117,today
87118,put
87119,afternoon
87120,quote
87121,since
87122,watergate
87123,scandal
87124,forced
87125,president
87126,richard
87127,nixon
87128,resign
87129,half
87130,century
87131,ago
87132,official
87133,investigation
87134,potential
87135,consequence
87136,moments
87137,big
87138,also
87139,sometimes
87140,helps
87141,get
87142,outside
87143,news
87144,environment
87145,kind
87146,look
87147,behind
87148,shores
87149,toward
87150,end
87151,left
87152,leaning
87153,guardian
87154,newspaper
87155,britain
87156,sort
87157,nutted
87158,moment
87159,nicely
87160,today
87161,said
87162,quote
87163,comey
87164,appearance
87165,flanked
87166,nsa
87167,director
87168,marked
87169,remarkable
87170,unprecedented
87171,threshold
87172,political
87173,history
87174,putting
87175,beyond
87176,doubt
87177,sitting
87178,president
87179,entourage
87180,investigation
87181,possible
87182,conniving
87183,foreign
87184,adversary
87185,put
87186,foreign
87187,power
87188,hearing
87189,today
87190,times
87191,incisive
87192,times
87193,lame
87194,embarrassingly
87195,partisan
87196,sorry
87197,favorite
87198,moment
87199,republican
87200,chairman
87201,committee
87202,demanded
87203,hillary
87204,clinton
87205,must
87206,investigated
87207,donald
87208,trump
87209,ties
87210,russians
87211,yes
87212,know
87213,sorry
87214,reflex
87215,lock
87216,know
87217,despite
87218,low
87219,moments
87220,like
87221,everything
87222,partisan
87223,learn
87224,concrete
87225,new
87226,information
87227,confirmed
87228,fbi
87229,ongoing
87230,counterintelligence
87231,investigation
87232,trump
87233,campaign
87234,whether
87235,trump
87236,campaign
87237,coordinated
87238,russia
87239,russia
87240,attacking
87241,united
87242,states
87243,know
87244,investigation
87245,started
87246,late
87247,july
87248,last
87249,year
87250,know
87251,pointed
87252,questioning
87253,top
87254,democratic
87255,intelligence
87256,committee
87257,adam
87258,schiff
87259,going
87260,moment
87261,know
87262,questioning
87263,director
87264,comey
87265,one
87266,things
87267,reported
87268,friday
87269,night
87270,borne
87271,fbi
87272,investigations
87273,special
87274,report
87275,friday
87276,night
87277,talked
87278,guy
87279,charge
87280,matters
87281,real
87282,time
87283,clinton
87284,campaign
87285,attack
87286,happening
87287,reported
87288,friday
87289,night
87290,clinton
87291,campaign
87292,perception
87293,time
87294,initial
87295,dump
87296,democratic
87297,documents
87298,democratic
87299,party
87300,documents
87301,stolen
87302,russians
87303,perception
87304,sort
87305,inexpertly
87306,ham
87307,handedly
87308,released
87309,handled
87310,russians
87311,second
87312,release
87313,documents
87314,though
87315,one
87316,wikileaks
87317,much
87318,slicker
87319,appeared
87320,handled
87321,sort
87322,intermediary
87323,sort
87324,intermediary
87325,sort
87326,third
87327,party
87328,sharpened
87329,political
87330,impact
87331,terms
87332,timing
87333,presentation
87334,user
87335,friendliness
87336,reported
87337,friday
87338,night
87339,suspected
87340,clinton
87341,campaign
87342,time
87343,fbi
87344,director
87345,confirmed
87346,today
87347,fact
87348,initial
87349,release
87350,documents
87351,russians
87352,hacked
87353,stole
87354,released
87355,guccifer
87356,leaks
87357,fbi
87358,director
87359,today
87360,confirmed
87361,russian
87362,operation
87363,directly
87364,confirmed
87365,today
87366,second
87367,wave
87368,wikileaks
87369,stuff
87370,according
87371,director
87372,comey
87373,says
87374,done
87375,called
87376,cutout
87377,sort
87378,intermediary
87379,beginning
87380,understand
87381,happened
87382,fbi
87383,confirming
87384,way
87385,happened
87386,general
87387,think
87388,fair
87389,say
87390,republican
87391,members
87392,committee
87393,contributed
87394,less
87395,investigatory
87396,nature
87397,happened
87398,today
87399,public
87400,hearing
87401,also
87402,worth
87403,noting
87404,one
87405,exception
87406,rule
87407,ileana
87408,ros
87409,lehtinen
87410,moderate
87411,republican
87412,florida
87413,go
87414,roads
87415,know
87416,investigate
87417,hillary
87418,clinton
87419,go
87420,roads
87421,republicans
87422,independent
87423,voice
87424,today
87425,asked
87426,variety
87427,direct
87428,probing
87429,questions
87430,time
87431,questioning
87432,elucidated
87433,another
87434,one
87435,concrete
87436,new
87437,things
87438,learned
87439,today
87440,least
87441,confirmed
87442,today
87443,fbi
87444,nsa
87445,something
87446,really
87447,makes
87448,sense
87449,russia
87450,wanted
87451,affect
87452,outcome
87453,elections
87454,wanted
87455,show
87456,force
87457,wanted
87458,know
87459,test
87460,atomic
87461,bomb
87462,wanted
87463,display
87464,capability
87465,would
87466,threaten
87467,united
87468,states
87469,hurt
87470,united
87471,states
87472,humble
87473,united
87474,states
87475,make
87476,us
87477,see
87478,equals
87479,right
87480,want
87481,anybody
87482,else
87483,get
87484,credit
87485,work
87486,particularly
87487,want
87488,cover
87489,tracks
87490,one
87491,things
87492,confirmed
87493,today
87494,fbi
87495,nsa
87496,director
87497,russians
87498,loud
